sp,pop,plant,flower,lll,llw,ull,ulw,ctl,ctw
atro,a,1,1,11.3502,9.7849,10.5943,3.7981,25.5675,5.5743
atro,a,1,2,14.8559,12.5169,16.933,4.454,23.1917,6.5628
atro,a,1,3,10.4516,8.4459,12.1798,2.8003,21.6288,4.7033
atro,a,2,1,12.4661,10.9703,15.4788,4.808,26.6972,7.2993
atro,a,2,2,15.2641,11.4605,15.8403,4.917,27,7.8643
atro,a,2,3,9.3338,9.4403,10.4276,4.3939,22.1534,6.0932
atro,a,3,1,16.3407,12.4865,15.2438,5.316,31.3493,7.1338
atro,a,3,2,12.0202,9.4779,13.042,4.487,28.0879,6.9139
atro,a,3,3,13.5272,11.7919,15.5157,5.2146,32.4193,7.4398
atro,a,3,4,14.2684,11.2383,12.9146,5.7095,29.1599,6.5528
atro,a,3,5,14.854,11.706,13.5341,5.0062,24.829,7.5357
atro,a,3,6,12.5634,10.2622,13.7655,5.0272,26.4296,6.8738
atro,a,3,7,13.6357,11.8402,14.3214,5.4065,30.0169,7.4645
atro,a,3,8,17.8107,12.6474,16.6435,5.2697,27.9896,7.563
atro,a,3,9,14.0156,11.2238,16.2091,2.7578,30.3209,7.6295
atro,a,3,10,14.6812,10.0886,14.8273,4.9807,28.7642,6.6754
atro,a,4,1,14.3304,9.8765,16.346,4.6935,26.5546,7.2108
atro,a,4,2,15.4545,9.5343,16.5947,4.1108,25.3461,6.5127
atro,a,4,3,14.9266,11.4551,16.8444,4.4629,29.7512,6.3754
atro,a,5,1,16.5617,12.0027,16.058,5.3271,25.1916,7.5496
atro,a,5,2,17.8935,13.2424,16.8686,5.6389,27.0759,7.4433
atro,a,5,3,16.5264,12.1732,16.1843,5.9977,25.6279,7.403
atro,a,5,4,11.621,NA,15.5931,5.15,25.0372,5.9085
atro,a,5,5,15.4828,NA,16.2987,5.419,28.7188,6.7855
atro,a,6,1,14.1123,10.3508,13.0525,4.2769,29.9099,6.1747
atro,a,6,2,12.6319,10.283,11.6946,4.9149,30.463,6.4951
atro,a,6,3,12.6824,10.1872,12.1997,4.3545,27.9083,5.1958
atro,a,6,4,12.509,10.2966,12.891,4.3401,28.1007,5.1857
atro,a,7,1,11.5922,8.8046,11.6908,4.8532,16.7944,5.0586
atro,a,7,2,15.5385,12.8792,15.3221,4.1331,25.4427,6.3051
atro,a,7,3,13.963,12.7536,13.9927,2.7043,29.3231,6.7075
atro,a,8,1,15.0214,10.4712,14.4843,4.2553,26.0785,5.9813
atro,a,8,2,14.4102,11.9993,16.697,5.0265,26.7513,5.3227
atro,a,8,3,11.6901,11.5207,14.6068,5.0874,26.1747,5.8502
atro,a,8,4,12.3147,11.5208,16.7257,4.8323,26.3415,5.3056
atro,a,8,5,13.8099,11.3411,16.448,5.0077,27.181,5.8786
atro,a,8,6,14.1524,11.8616,15.388,4.5678,27.5711,5.9088
atro,a,9,1,13.8245,11.1367,12.4989,5.3885,29.942,7.3578
atro,a,9,2,14.402,12.6226,13.3448,5.4301,25.7605,7.4132
atro,a,9,3,13.6573,12.2379,14.2617,5.3641,26.5574,7.8213
atro,a,9,4,14.6692,11.6898,14.3104,5.2516,23.9067,7.5534
atro,a,9,5,11.7465,10.6336,13.5645,4.9684,23.3955,6.9178
atro,a,9,6,13.4147,12.464,14.1039,5.0255,26.8428,7.8552
atro,a,9,7,14.2539,12.6635,14.5249,5.5175,27.3774,8.0223
atro,a,9,8,11.9372,12.2794,14.7649,3.7859,28.9129,6.9133
atro,a,9,9,12.8988,10.3081,13.0569,5.0699,21.0679,6.8381
atro,a,10,1,13.631,10.0805,14.1001,3.748,29.3637,6.6671
atro,a,10,2,15.5124,10.3184,15.5835,3.3183,29.2372,6.758
atro,a,10,3,13.7969,10.8147,15.5084,3.8287,25.62,7.2065
atro,a,10,4,15.3518,10.9888,16.3969,3.7556,27.8214,7.5373
atro,a,10,5,13.8319,10.3497,15.9028,4.3306,27.0593,4.7305
atro,a,10,6,15.4512,10.8148,16.5002,4.9328,28.143,7.7148
atro,a,11,1,12.3028,9.7018,11.2151,4.8967,24.7407,5.1593
atro,a,11,2,13.6324,NA,15.2357,4.7567,32.2107,7.7131
atro,a,11,3,12.0971,11.9985,13.2992,3.9918,31.9753,7.0289
atro,a,11,4,13.1765,11.3238,14.5997,5.1141,28.1446,6.8375
atro,a,12,1,13.2512,14.3926,14.5778,5.1689,34.9287,7.7447
atro,a,12,2,14.0315,13.2272,16.3733,6.1863,25.3718,6.2139
atro,a,13,1,15.3501,12.3366,15.5428,4.7511,29.339,7.2861
atro,a,13,2,14.5306,12.1129,15.1601,4.6103,28.2526,6.9164
atro,a,13,3,14.2982,10.9017,13.6906,4.3245,25.8297,6.0993
atro,a,13,4,14.7174,11.2357,14.919,4.489,23.1793,6.3893
atro,a,13,5,14.7779,12.271,15.8564,4.9856,28.2755,5.2789
atro,a,13,6,15.0886,12.6227,16.7553,4.7696,27.0314,6.4041
atro,a,13,7,16.8365,13.486,16.6425,4.6903,30.7131,6.8843
atro,a,13,8,15.8468,13.3759,16.0558,5.6974,31.2113,7.7757
atro,a,13,9,12.8161,11.1274,15.3928,4.4324,26.5757,5.9417
atro,a,13,10,15.2111,12.3292,15.7162,5.7655,26.9595,6.3534
atro,a,14,1,13.1377,11.3106,15.1302,3.1179,29.276,6.9869
atro,a,14,2,10.5201,NA,9.1857,3.6399,24.2484,6.0389
atro,a,14,3,10.7848,9.2657,11.3713,3.8028,17.336,4.8709
atro,a,15,1,15.0058,13.8039,16.5902,5.7516,26.5331,7.9622
atro,a,15,2,16.4486,14.5417,16.7878,5.31,26.5737,7.3504
atro,a,15,3,10.0716,11.6256,16.0939,5.5076,29.7891,7.8868
atro,a,16,1,13.7891,10.5951,15.6055,5.1343,26.3655,7.0046
atro,a,16,2,10.9154,10.2509,15.319,3.9926,25.8461,6.9688
calo,b,17,1,7.8514,5.6892,5.1323,1.9704,9.3024,2.3612
calo,b,17,2,7.996,6.5174,5.5873,1.7934,7.5685,2.9185
calo,b,17,3,7.5822,6.1832,5.3524,1.9081,7.674,2.8136
calo,b,17,4,7.9555,6.3159,5.4957,1.9449,7.5567,2.886
calo,b,17,5,7.8558,6.1959,5.584,1.8593,7.4216,2.7911
calo,b,17,6,7.112,5.6533,4.9645,1.8982,8.4971,2.8094
calo,b,17,7,8.7481,7.0218,5.3905,2.0183,7.7672,3.0364
calo,b,17,8,8.8284,6.6373,5.5742,2.1817,7.688,3.0864
calo,b,17,9,9.0725,7.113,5.8364,2.2018,7.4185,3.0431
calo,b,17,10,7.8551,6.5659,5.3067,1.7541,7.6103,2.9065
calo,b,18,1,8.2592,6.3867,4.8219,1.8031,7.532,3.0748
calo,b,18,2,7.8215,6.6709,5.1907,2.2155,6.9119,2.8455
calo,b,18,3,8.4333,5.7942,4.8452,1.9885,7.5045,2.9625
calo,b,18,4,7.6054,5.9938,4.6427,1.6729,7.4375,2.8882
calo,b,18,5,8.374,6.6079,5.0318,2.3679,7.4272,3.1263
calo,b,18,6,8.6425,6.3278,5.3158,2.0289,7.4929,3.1065
calo,b,18,7,7.9652,5.9693,4.8512,1.9452,7.5783,3.007
calo,b,18,8,7.8751,6.2148,4.3271,2.0973,7.6873,2.926
calo,b,18,9,7.3579,5.5936,4.8222,2.1785,7.3698,3.0282
calo,b,18,10,6.9994,6.424,4.3814,2.024,7.1903,2.5803
calo,b,19,1,9.4768,7.943,6.0683,2.3139,7.9773,3.3727
calo,b,19,2,10.3006,8.3882,6.3238,2.1059,8.0871,3.2005
calo,b,19,3,9.2979,8.5668,5.7846,2.2932,8.3388,3.1564
calo,b,19,4,9.2915,9.1463,6.2309,2.3985,7.9658,3.4271
calo,b,19,5,10.5299,9.1986,6.4116,2.3861,7.5709,3.5578
calo,b,19,6,9.5701,7.9423,5.8497,1.8488,7.7274,3.1524
calo,b,19,7,8.9889,7.8098,5.9471,2.0235,7.2336,3.1132
calo,b,19,8,10.0484,8.8314,6.2812,2.1343,8.2563,3.2795
calo,b,20,1,7.114,7.2984,5.36,2.0051,7.8749,3.041
calo,b,20,2,7.134,7.0963,5.6381,2.1445,8.4699,3.2403
calo,b,20,3,7.7196,6.4498,4.9328,2.1665,8.1237,3.2406
calo,b,20,4,7.7795,6.8427,5.6491,2.5218,7.3012,2.7223
calo,b,20,5,7.8971,6.8981,5.8317,2.4302,8.8292,3.0976
calo,b,20,6,7.5916,6.3668,5.6245,2.0912,7.6953,2.5592
calo,b,20,7,7.9715,7.1255,5.5209,2.6424,8.3879,3.1799
calo,b,20,8,8.4224,6.2278,5.0288,2.1545,7.6406,2.7406
calo,b,21,1,8.3009,7.0306,6.245,2.4127,8.966,2.7946
calo,b,21,2,8.5827,6.4552,5.4568,2,6.9886,2.9584
calo,b,21,3,8.4939,6.6397,5.8642,2.124,9.0226,2.8063
calo,b,21,4,8.4466,6.7099,5.9417,2.3343,6.7582,3.0408
calo,b,21,5,8.0546,6.7957,6.0758,2.0214,7.2784,3.0159
calo,b,21,6,8.0276,7.3355,5.8074,1.9327,6.9117,2.9272
calo,b,21,7,7.6734,6.1048,5.0215,1.6239,6.7729,2.809
calo,b,21,8,8.3736,6.4857,5.8934,1.8921,8.5975,2.972
calo,b,21,9,8.577,7.4333,6.1771,2.1933,7.1987,3.2594
calo,b,22,1,9.6808,8.1728,6.3476,2.1793,8.4769,2.8922
calo,b,22,2,8.8474,7.6646,5.8412,1.9265,6.6249,2.7256
calo,b,22,3,9.0469,7.2341,5.6043,1.8607,7.8137,2.9957
calo,b,22,4,9.2356,6.2582,6.0274,1.9571,7.5314,3.1199
calo,b,22,5,9.8065,6.7995,6.1958,2.1054,9.2165,3.1928
calo,b,22,6,9.8965,6.9076,6.2099,2.1438,7.1278,3.0849
calo,b,22,7,9.6966,8.092,5.7453,2.0638,7.0078,2.6915
calo,b,22,8,9.0661,7.0365,6.2883,2.0708,7.3472,3.0206
calo,b,22,9,8.8867,7.1148,6.1784,2.281,7.79,3.094
calo,b,23,1,7.7038,6.1697,5.9493,2.1018,8.4463,3.2641
calo,b,23,2,8.1554,5.4748,5.7344,2.1787,9.8129,3.1939
calo,b,23,3,8.8529,5.7833,5.9674,2.0009,8.8357,2.771
calo,b,23,4,9.6104,7.7916,7.3455,2.6042,9.8621,3.9039
calo,b,23,5,7.9388,6.2009,6.2321,2.2655,7.4742,3.2071
calo,b,23,6,7.9585,5.3679,5.312,2.2348,7.2393,3.0983
calo,b,24,1,8.8676,7.2376,5.6397,2.1723,7.912,2.9085
calo,b,24,2,9.0209,7.3788,5.7505,2.1015,7.5906,2.7121
calo,b,24,3,8.3844,7.0144,5.8496,2.1723,7.3517,2.9212
calo,b,24,4,9.1976,8.0395,6.0409,2.0108,7.3436,2.907
calo,b,24,5,8.4888,7.6852,6.2612,2.1038,7.975,3.0307
calo,b,24,6,8.9327,7.3134,5.6657,2.0404,6.6598,2.8711
calo,b,24,7,7.5337,5.4119,5.8628,2.1514,7.0224,3.0762
calo,b,24,8,7.9436,6.9725,6.1274,1.9322,5.9596,2.7409
calo,b,24,9,8.4133,7.6401,5.1031,1.8475,7.6669,2.8089
calo,b,24,10,8.257,7.0411,6.0055,2.2035,7.7154,2.8482
calo,b,25,1,10.3466,9.5723,5.9183,2.5446,7.561,3.2994
calo,b,25,2,9.3513,7.7256,5.1518,2.3265,8.1928,2.9341
calo,b,25,3,8.1354,6.3934,4.7925,2.023,6.5949,2.7322
calo,b,25,4,8.8572,7.5582,6.0751,2.1365,6.7503,3.2277
calo,b,26,1,8.0321,6.4027,5.4534,1.9475,8.3168,2.702
calo,b,26,2,8.1618,6.2932,5.1316,1.7179,7.2594,2.7223
calo,b,26,3,8.0135,6.6399,5.2807,1.8597,6.9894,2.8615
calo,b,26,4,8.3782,6.1252,5.4783,1.5166,7.6936,3.0842
calo,b,26,5,8.3324,6.9736,5.5988,2.0058,7.5465,2.8694
calo,b,26,6,8.251,7.2062,5.5964,1.7877,6.4692,2.6745
calo,b,27,1,9.4128,8.4201,6.3435,2.4387,8.1062,3.1022
calo,b,27,2,8.7524,7.5695,6.2437,2.318,7.4359,3.0994
calo,b,27,3,9.6566,6.6674,6.5303,2.3917,7.6419,3.1398
calo,b,27,4,9.3565,7.9109,6.1568,2.1612,6.7936,2.9719
calo,b,27,5,9.4116,8.0949,6.3089,2.5406,6.512,3.1668
calo,b,27,6,8.9312,8.2898,5.8007,1.8888,7.0386,2.8024
calo,b,27,7,9.0786,7.0761,5.6287,2.1443,6.8075,2.8075
calo,b,27,8,9.5084,8.4732,6.2005,2.3569,8.0714,2.9032
calo,b,27,9,9.6119,8.5526,6.0925,2.1221,6.9998,2.7748
calo,b,27,10,8.8452,8.0115,6.2358,2.3289,6.7512,3.1363
calo,b,28,1,8.999,6.8507,5.9231,2.5057,7.9436,3.3872
calo,b,28,2,8.9937,7.4407,5.9506,2.3936,8.3635,3.5193
calo,b,28,3,8.7391,6.9738,6.0386,2.4721,7.5457,3.2823
calo,b,28,4,8.7013,7.5794,5.2739,1.9021,8.8881,2.9916
calo,b,28,5,8.2207,6.9642,5.9407,1.9938,8.1113,3.2775
calo,b,28,6,7.8613,7.1631,6.146,2.6666,7.5365,2.9262
calo,b,28,7,7.6682,6.3009,5.7682,2.0759,8.7515,2.955
calo,b,28,8,8.0517,6.8298,5.5269,1.6915,8.7551,2.813
calo,b,29,1,8.3595,6.2083,6.6722,2.213,7.8435,2.9549
calo,b,29,2,8.8807,6.3693,6.8755,2.0849,6.9351,3.0517
calo,b,29,3,8.6199,6.7445,6.8162,2.3472,8.5191,3.043
calo,b,29,4,9.2203,6.2202,7.0747,2.3582,7.9388,3.0331
calo,b,30,1,10.9344,8.3797,6.6598,2.1599,9.029,3.0179
calo,b,30,2,10.4927,8.3646,6.8183,2.2124,7.3892,3.157
calo,b,30,3,10.3217,9.1779,6.8007,2.4888,7.1142,3.1957
calo,b,30,4,10.9887,9.2448,6.6946,2.2274,7.8507,3.3971
calo,b,31,1,10.0042,8.4562,6.3651,2.1924,7.2785,3.0474
calo,b,31,2,9.5574,8.7678,6.0678,2.3585,7.287,3.383
calo,b,31,3,9.6211,8.5325,6.2348,2.0437,7.0577,2.9156
calo,b,32,1,9.4161,8.4934,7.0971,2.1554,10.101,3.3028
calo,b,32,2,9.4542,7.2381,6.7701,2.0584,8.1941,3.23
calo,b,32,3,9.5508,7.6554,6.6869,2.3495,8.5796,3.409
calo,b,32,4,9.6247,8.4518,7.0697,2.1929,8.3562,3.4613
calo,b,32,5,8.8555,8.3866,7.2394,2.4433,9.1636,3.362
calo,b,32,6,9.3578,7.897,6.9948,2.3495,8.9064,3.2879
calo,b,32,7,9.2472,7.6583,6.8033,2.2205,9.1448,3.4373
calo,b,33,1,9.9579,7.5914,6.51,2.5845,10.1432,3.4917
calo,b,33,2,9.5627,6.8534,5.5574,2.2818,10.5254,3.3872
calo,b,33,3,8.1779,6.0064,5.1722,2.1239,7.9761,3.1114
calo,b,33,4,10.4505,8.7446,6.2229,2.5,9.3265,3.6392
calo,b,33,5,9.5721,7.8071,6.0456,2.5421,9.3502,3.687
calo,b,34,1,8.8971,6.096,6.1195,1.4998,5.9732,2.9405
calo,b,34,2,9.1096,6.4523,6.4043,2.018,7.7935,3.0981
calo,b,34,3,7.4938,6.1746,5.776,1.7102,7.4738,2.9468
calo,b,34,4,6.7844,5.1219,5.1121,1.4592,7.4292,2.5013
calo,b,34,5,8.8132,6.7079,5.891,1.6558,8.0538,2.8849
calo,b,34,6,8.6252,6.9593,5.9424,2.2061,7.3212,2.7508
calo,b,34,7,8.6115,5.9508,5.6212,1.8248,7.0707,2.6977
calo,b,34,8,8.0616,6.3679,5.8291,1.9925,7.5941,2.8112
calo,b,35,1,8.828,6.8232,6.244,1.9607,7.209,2.9913
calo,b,35,2,8.6773,6.1772,6.3449,2.0611,7.1587,3.0103
calo,b,35,3,9.1037,6.0246,6.2709,2.0101,8.6589,3.072
calo,b,35,4,9.2115,7.7011,6.5047,2.2945,7.013,3.0272
calo,b,35,5,9.399,7.2081,6.6751,2.0611,7.6898,3.2096
calo,b,36,1,9.5199,7.5537,6.2353,1.9941,8.9853,2.9237
calo,b,36,2,8.8666,7.3729,5.7779,2.24,8.3584,2.9164
calo,b,36,3,9.8165,8.3371,5.7733,2.1203,8.5567,2.742
calo,b,36,4,9.8343,8.2572,5.7311,1.9761,7.9489,2.6837
calo,b,36,5,9.1145,6.5558,5.8906,2.3023,8.2487,2.7116
calo,b,36,6,9.7039,7.5768,6.2151,2.0514,7.3447,2.7508
calo,b,36,7,8.8824,6.5424,5.9908,2.159,9.0003,2.8226
calo,b,36,8,8.981,7.0356,6.3046,2.1249,9.2418,3.1601
calo,b,37,1,9.9972,9.1886,5.9331,1.9721,8.7984,3.3603
calo,b,37,2,9.1994,8.3594,5.6274,1.9918,9.3198,2.96
calo,b,37,3,9.9719,9.4767,6.5038,2.1402,7.7712,3.4052
calo,b,37,4,9.582,8.6751,6.0108,2.2224,8.1432,3.1826
calo,b,37,5,10.0667,9.497,5.8377,2.1943,9.06,3.2787
calo,b,37,6,9.5456,9.2615,5.9614,2.1562,8.4975,3.2835
calo,b,37,7,7.2309,6.5015,4.543,1.8405,6.905,2.5044
calo,b,37,8,9.2144,8.4126,6.4903,2.1252,6.4919,2.2294
calo,b,38,1,8.8656,7.1501,5.6556,2.2353,8.0565,3.0198
calo,b,38,2,9.2651,8.0235,6.0655,2.4672,6.974,3.1364
calo,b,38,3,9.2791,7.6377,5.8328,2.0459,7.2531,3.2332
calo,b,38,4,8.4026,7.3988,4.7819,2.0272,6.0675,2.6704
calo,b,38,5,7.3565,7.4558,5.6162,2.1712,7.528,3.3377
calo,b,38,6,8.8024,7.861,5.5803,2.3213,8.5712,2.8132
calo,b,38,7,7.8644,7.7933,6.0716,2.4094,8.005,3.1164
calo,b,38,8,8.9519,8.2184,6.0236,2.3189,7.2391,3.1942
cinn,c,39,1,5.1085,3.448,5.2732,1.3395,21.6962,4.1281
cinn,c,39,2,5.308,3.6828,5.8771,1.2104,22.3626,4.1522
cinn,c,39,3,4.4647,5.0706,6.6694,1.5246,24.5374,3.8269
cinn,c,39,4,4.3993,3.8015,5.4597,1.4195,22.4293,4.4213
cinn,c,39,5,4.8514,4.9941,5.9113,1.3783,24.9016,4.4361
cinn,c,39,6,4.0875,3.5063,5.8196,1.1476,23.2867,3.6386
cinn,c,39,7,4.8415,5.058,6.3711,1.3771,24.32,4.1376
cinn,c,39,8,4.0366,4.7791,5.9822,1.3309,24.6156,3.9665
cinn,c,39,9,4.7018,4.5668,5.8324,1.6066,23.1856,3.9304
cinn,c,40,1,4.8697,4.7002,6.219,1.4229,22.725,3.9565
cinn,c,40,2,5.145,3.328,5.6819,1.6086,22.3712,3.922
cinn,c,40,3,5.0847,4.9434,6.0067,1.3837,24.3385,4.5104
cinn,c,40,4,4.8955,4.5576,6.7748,1.4263,24.1181,4.2547
cinn,c,40,5,5.5683,5.1584,6.2369,1.308,25.0956,4.6411
cinn,c,40,6,4.8157,4.0771,5.6432,1.1374,21.3192,3.5315
cinn,c,40,7,4.7171,4.7864,5.7396,1.3191,24.8068,4.1903
cinn,c,40,8,4.6109,4.647,5.8532,1.3191,21.8843,3.4217
cinn,c,40,9,5.3616,4.3655,5.7494,1.3673,22.6422,4.4537
cinn,c,40,10,4.6035,4.8001,5.8985,1.5057,21.1804,3.7539
cinn,c,41,1,5.2055,4.782,5.022,1.6745,24.5791,4.1138
cinn,c,41,2,4.7848,4.6707,5.1921,1.6277,30.191,4.4286
cinn,c,41,3,5.9203,5.2037,6.3759,1.4926,26.1801,4.5771
cinn,c,41,4,5.699,5.2949,5.8255,1.7077,26.695,4.1664
cinn,c,41,5,4.7101,5.3987,5.8072,1.5548,26.7376,4.4572
cinn,c,41,6,5.3582,5.6,6.3086,1.9988,27.6806,3.7885
cinn,c,41,7,4.5472,4.4586,6.388,1.8915,25.0635,4.1199
cinn,c,41,8,5.3766,5.3542,6.7277,1.6895,24.1263,3.9964
cinn,c,41,9,5.6457,5.2037,6.8767,1.811,28.9207,4.5382
cinn,c,41,10,5.6584,4.7459,6.4047,1.6324,25.694,4.3372
cinn,c,41,11,6.0859,5.2752,7.3709,1.6895,26.1485,4.3585
cinn,c,41,12,5.3953,5.3427,7.1281,1.77,26.7656,3.9902
cinn,c,41,13,5.6813,5.4093,6.8564,1.6595,25.6688,3.8506
cinn,c,41,14,5.1199,5.0589,7.1963,1.6277,22.6536,4.1756
cinn,c,42,1,5.3056,3.964,6.2755,1.6473,23.887,4.0142
cinn,c,42,2,5.8054,4.3455,6.6109,1.635,27.8512,4.2985
cinn,c,42,3,5.6191,4.9544,6.3399,1.5182,25.5637,4.4551
cinn,c,42,4,4.9551,4.8945,6.7135,1.3789,25.9186,4.6122
cinn,c,42,5,4.1375,3.456,5.5016,1.7569,25.6774,4.0948
cinn,c,42,6,6.2823,5.7128,7.5445,1.8682,28.1059,4.471
cinn,c,42,7,5.0842,4.5384,6.3176,1.8587,22.9302,3.8861
cinn,c,42,8,5.5618,4.9099,6.8197,1.8587,24.8313,4.4269
cinn,c,42,9,5.7073,4.8349,6.9505,1.6396,25.4815,4.1378
cinn,c,42,10,6.7064,5.2912,7.1034,1.7882,27.0278,4.4385
cinn,c,42,11,4.4849,5.1684,6.7618,1.7811,24.6239,3.3417
cinn,c,42,12,5.0429,4.4018,6.1824,1.7769,22.9971,3.6689
cinn,c,42,13,5.7806,5.3048,7.6154,1.7104,25.0998,4.0295
cinn,c,42,14,6.3176,6.0828,6.7771,1.8682,24.0109,4.0804
cinn,c,42,15,5.6834,4.3252,7.5762,1.7104,24.9302,4.488
cinn,c,43,1,4.0641,4.8502,6.7162,1.5433,26.6743,3.6087
cinn,c,43,2,4.3773,4.238,7.2701,1.6533,27.1015,3.877
cinn,c,43,3,4.6342,4.4087,6.6218,1.8103,24.9727,4.5247
cinn,c,43,4,4.7663,5.058,6.2916,1.2102,27.4665,3.3258
cinn,c,43,5,4.5126,4.7923,5.7675,1.5998,24.379,3.803
cinn,c,43,6,5.5491,5.0625,6.6018,1.8113,25.0618,3.7635
cinn,c,43,7,5.5894,5.0905,6.4188,1.5701,25.166,4.1975
cinn,c,43,8,5.2903,5.1096,6.6542,1.5101,24.4578,3.866
cinn,c,43,9,5.4813,5.1589,6.3577,1.326,24.5249,3.973
cinn,c,43,10,5.3943,5.11,5.6886,1.5759,24.9241,3.6479
cinn,c,43,11,5.9648,4.7672,6.8893,1.7336,24.7707,4.2834
cinn,c,43,12,5.9363,5.3107,7.2633,1.4761,24.3679,3.6963
cinn,c,44,1,4.6602,4.0787,6.1444,1.2289,20.693,3.7074
cinn,c,44,2,5.0084,4.3939,5.8974,1.466,21.6789,3.8161
cinn,c,44,3,5.2377,5.3099,6.2326,1.5377,24.9272,4.1313
cinn,c,44,4,4.4201,3.9317,6.9828,1.5826,25.2422,3.3761
cinn,c,44,5,5.0585,4.6111,4.8119,1.2618,22.8553,4.4413
cinn,c,44,6,4.4567,3.9587,5.7555,1.9298,22.17,4.1541
cinn,c,44,7,4.657,4.9386,6.3468,1.7546,25.0823,3.6075
cinn,c,44,8,4.7802,4.5823,7.1608,1.7022,26.0646,3.5996
cinn,c,44,9,5.0484,5.1153,6.5623,1.7438,22.2309,3.6275
cinn,c,44,10,4.6373,4.3215,5.4738,1.5476,26.4853,4.2503
cinn,c,45,1,4.1767,4.3879,6.6868,1.4354,25.5332,3.5663
cinn,c,45,2,5.4295,4.6221,6.2477,1.427,23.1713,3.9037
cinn,c,45,3,4.774,4.7205,5.6999,1.2626,22.4386,3.8636
cinn,c,45,4,5.2977,4.5598,5.5315,1.3174,23.3042,4.4318
cinn,c,45,5,5.0678,4.8616,6.3618,1.4427,23.2072,4.0591
cinn,c,45,6,5.3827,4.7757,6.016,1.3754,23.2852,4.1188
cinn,c,45,7,4.8252,4.7065,6.6796,1.6453,24.9795,3.9992
cinn,c,45,8,4.794,4.2902,5.7989,1.427,21.3599,3.5376
cinn,c,46,1,4.2171,4.5938,5.9919,1.1592,24.4546,3.8095
cinn,c,46,2,4.7357,4.5774,5.803,1.1592,21.0762,3.9327
cinn,c,46,3,5.0945,4.6156,5.9639,1.2133,21.0754,3.6086
cinn,c,46,4,4.2983,4.5443,5.1485,0.9972,19.4312,3.7464
cinn,c,46,5,4.8243,4.4777,6.4001,1.531,23.8733,4.116
cinn,c,46,6,4.6451,4.6972,5.3603,1.5005,20.7544,3.5524
cinn,c,46,7,4.3222,4.5438,4.8828,1.2071,20.2314,3.3677
cinn,c,46,8,5.138,4.7856,6.126,1.3672,21.762,4.2769
cinn,c,46,9,5.268,4.4424,5.9657,1.2022,21.9316,4.2307
cinn,c,46,10,4.2749,3.561,4.657,1.3217,17.6004,3.0854
cinn,c,47,1,3.9654,3.1047,5.0365,1.1517,21.524,4.0649
cinn,c,47,2,4.7751,4.2755,5.7709,1.3414,22.7134,4.1686
cinn,c,47,3,4.4,4.161,5.2363,1.3727,22.4497,3.7234
cinn,c,47,4,4.1311,3.7807,5.7793,1.4119,20.3507,4.0444
cinn,c,47,5,4.8456,3.8715,4.9849,1.3474,21.2774,3.9966
cinn,c,47,6,4.6953,4.0961,5.5943,1.3698,22.9343,4.7188
cinn,c,47,7,4.5231,4.4941,5.4082,1.1691,22.4096,4.1315
cinn,c,47,8,3.6232,3.7337,5.4868,1.2526,21.8772,3.1588
cinn,c,47,9,4.3779,3.6443,5.9863,1.1464,24.2837,3.6086
cinn,c,47,10,4.9184,3.38,5.4301,1.3888,21.1662,3.9528
cinn,c,47,11,5.7706,3.616,5.7887,1.3109,22.1686,3.9935
cinn,c,47,12,4.0799,3.0979,5.6058,1.1517,22.8323,3.627
cinn,c,48,1,5.1582,4.8675,5.9652,1.5233,23.1536,4.2585
cinn,c,48,2,5.8947,5.0313,6.8056,1.4453,25.2638,4.2474
cinn,c,48,3,6.1546,5.4386,7.0516,1.318,25.0458,3.8945
cinn,c,48,4,4.6288,4.4566,6.7719,1.4283,24.4936,4.2022
cinn,c,48,5,5.9438,5.1355,7.3714,1.2572,26.3849,4.5319
cinn,c,48,6,6.0126,5.4383,7.9148,1.4555,27.4297,4.4181
cinn,c,49,1,5.1699,4.7238,5.2598,1.2715,23.4049,4.1499
cinn,c,49,2,4.7392,5.3776,5.0197,1.2715,25.8517,4.3276
cinn,c,49,3,5.0386,4.9139,4.8564,1.4627,24.8083,4.0205
cinn,c,49,4,4.6569,4.7277,4.844,1.4715,25.7885,3.8079
cinn,c,49,5,5.2253,4.6523,5.5323,1.5701,24.048,4.2245
cinn,c,49,6,4.814,5.0405,5.1342,1.1743,23.2016,4.1954
cinn,c,49,7,4.3272,4.5572,4.5032,1.1882,23.4996,3.7303
cinn,c,49,8,5.602,5.3195,5.3251,1.4715,25.9499,3.9378
cinn,c,49,9,5.0972,4.9876,5.2218,1.2829,23.8438,4.2007
cinn,c,49,10,5.2626,4.8927,5.8669,1.4627,24.467,4.2336
cinn,c,49,11,5.0888,4.8714,5.6306,1.3387,24.8834,3.8142
cinn,c,49,12,5.6626,4.9798,5.5177,1.4715,24.1172,4.0567
cinn,c,49,13,5.2375,4.3576,6.2736,1.2468,23.0242,4.317
cinn,c,49,14,5.3358,4.4832,5.6961,1.4028,22.2127,3.4618
cinn,c,49,15,5.1445,4.8361,5.7453,1.3305,24.7543,4.4183
cinn,c,50,1,3.5526,3.1146,6.0091,2.0212,22.5101,3.2068
cinn,c,50,2,4.7544,4.0412,5.658,2.0692,21.7245,3.1405
cinn,c,50,3,4.5472,3.4529,6.8339,1.9736,23.3459,3.991
cinn,c,50,4,4.5302,5.4112,6.3418,1.8132,22.5922,4.0135
cinn,c,50,5,4.315,4.4503,6.1141,1.65,20.9793,4.0191
