sp,pop,plant,flower,lll,llw,ull,ulw,ctl,ctw
poly,o,422,1,4.7541,5.7263,4.208,1.5839,6.6321,2.2611
poly,o,422,2,6.2787,5.5097,4.2653,1.5839,6.653,2.8362
poly,o,422,3,6.3843,6.033,4.2013,1.62,7.2345,2.805
poly,o,422,4,5.7953,5.0707,4.4777,1.4734,6.9322,3.286
poly,o,422,5,5.6087,5.9739,4.5376,1.667,6.4523,2.9857
poly,o,422,6,5.6965,5.6613,4.5757,1.5432,6.4745,2.9486
poly,o,422,7,5.9416,6.1114,4.8295,1.7334,6.8605,3.2065
poly,o,422,8,5.5061,5.2064,4.5387,1.54,6.6946,3.0057
poly,o,423,1,5.539,5.9157,4.9443,2.2001,7.5171,3.4583
poly,o,423,2,6.2468,5.468,5.059,1.8992,7.7691,3.252
poly,o,423,3,6.3518,5.3478,5.1919,2.0837,7.5521,3.3985
poly,o,423,4,7.0672,6.1426,5.1839,1.9078,8.8644,3.6418
poly,o,423,5,6.2032,5.8783,5.583,2.0608,6.9884,2.7965
poly,o,423,6,6.3754,5.3573,6.3338,2.0993,7.909,3.5759
poly,o,423,7,6.1192,4.7746,4.6658,1.9114,8.1281,3.9098
poly,o,423,8,6.849,4.8225,5.2708,2.1532,7.396,3.5453
poly,o,424,1,7.4203,6.0777,5.1479,1.6945,7.1507,3.3916
poly,o,424,2,7.7008,5.4661,5.4149,1.8748,7.2038,3.9902
poly,o,424,3,7.451,5.0961,5.5319,2.147,7.1606,3.9839
poly,o,424,4,7.3612,5.605,6.3002,2.0611,7.0216,3.8219
poly,o,424,5,7.383,NA,5.1866,2.0548,6.9468,3.4237
poly,o,424,6,6.4835,4.6677,4.9042,1.788,7.1468,3.2827
poly,o,424,7,6.9529,5.439,5.4585,2.1563,7.0578,3.9151
poly,o,424,8,6.4958,4.8403,5.4732,2.049,7.1311,3.7755
poly,o,425,1,6.8979,4.898,6.1417,1.9682,7.6055,2.8046
poly,o,425,2,7.3088,5.9798,5.9906,2.1596,7.9117,3.1869
poly,o,425,3,6.7717,5.1442,5.5513,1.8364,7.7821,2.9085
poly,o,425,4,6.6649,5.8077,5.8254,2.2319,7.7262,3.2981
poly,o,425,5,7.2261,6.2305,6.062,2.0145,7.4461,3.0932
poly,o,425,6,7.0468,5.8254,5.7957,2.4597,7.602,3.0524
poly,o,425,7,7.4088,5.9334,6.1639,2.2958,7.8551,3.2399
poly,o,425,8,7.4522,4.2641,5.8084,2.2367,8.0772,3.4098
poly,o,426,1,6.2056,5.456,4.394,1.8377,6.9521,3.2461
poly,o,426,2,6.5163,4.4415,5.4449,2.0556,7.222,3.2601
poly,o,426,3,6.6457,4.6498,5.7656,2.2103,7.2737,3.1174
poly,o,426,4,6.536,4.3143,5.824,2.0627,7.1652,3.4242
poly,o,426,5,6.6662,4.2343,5.3845,1.986,7.0637,3.3177
poly,o,426,6,6.7417,4.6936,5.5277,2.1775,7.6766,3.3004
poly,o,426,7,6.7326,4.2413,5.3283,1.9676,7.206,3.1934
poly,o,426,8,6.8245,4.7019,5.7162,1.9705,7.0267,3.2071
poly,o,427,1,6.1327,3.8778,5.0451,1.8694,8.0331,3.3649
poly,o,427,2,4.9007,5.8863,4.464,1.7496,7.2517,3.1326
poly,o,427,3,6.3077,4.4228,5.8123,1.9885,7.842,3.7081
poly,o,427,4,6.3139,5.2293,5.2403,2.0759,7.83,3.6689
poly,o,427,5,6.7188,4.4689,5.352,2.2162,7.6355,3.4635
poly,o,427,6,6.3018,5.8054,5.614,2.0019,6.9208,3.403
poly,o,427,7,6.5431,5.6594,5.3371,2.0356,7.0673,3.5061
poly,o,427,8,6.5591,6.268,5.1556,2.0109,8.0003,3.5099
poly,o,428,1,7.1334,4.9565,5.3973,2.0497,8.0185,4.0938
poly,o,428,2,7.2655,5.8415,5.4018,2.1683,7.9045,4.4072
poly,o,428,3,7.2908,6.7019,5.3283,2.1683,7.9291,4.0938
poly,o,428,4,7.401,5.4344,5.6187,2.2552,8.2443,4.3351
poly,o,428,5,7.3151,6.229,5.4501,2.2027,7.9492,4.2179
poly,o,428,6,7.2807,4.8619,5.26,2.2301,7.8892,3.9446
poly,o,428,7,6.5662,5.4764,5.4343,2.0797,7.7425,4.1085
poly,o,428,8,6.5974,5.1415,4.9638,2.1976,8.116,3.782
poly,o,429,1,6.2186,5.8795,5.4926,2.1417,6.704,3.1314
poly,o,429,2,5.6509,6.3097,5.1107,2.091,7.0435,3.4257
poly,o,429,3,5.6354,4.8661,5.0407,1.9939,6.981,3.3204
poly,o,429,4,6.4087,5.2,5.5443,2.0224,7.1701,3.5279
poly,o,429,5,5.9436,4.7514,5.1453,1.8196,7.1077,3.6552
poly,o,429,6,6.1555,5.4532,5.3265,1.6555,6.8394,3.1596
poly,o,429,7,5.9322,5.2375,4.596,1.7937,7.8847,3.4429
poly,o,429,8,6.5268,5.3294,5.3862,1.7174,7.1104,3.5362
poly,o,430,1,7.6852,6.2822,5.681,1.9078,7.7345,3.4078
poly,o,430,2,7.2288,7.5237,6.0774,2.1508,7.4063,3.1535
poly,o,430,3,7.5641,6.9748,5.4575,2.1504,7.8255,3.135
poly,o,430,4,7.0932,7.2461,5.3796,2.2671,7.9632,3.5688
poly,o,430,5,7.3568,6.6959,5.1206,2.2034,7.513,3.3827
poly,o,430,6,7.0304,6.6716,5.6016,2.1606,7.4437,3.7729
poly,o,430,7,7.3324,6.408,5.3291,2.0898,7.2527,3.5272
poly,o,430,8,7.5462,7.5749,5.7551,2.1406,7.7066,3.5308
poly,o,431,1,6.8518,5.1609,5.7,2.0885,7.9924,3.5689
poly,o,431,2,5.8099,5.5789,4.8995,1.7691,7.7559,3.1528
poly,o,431,3,6.348,6.2296,5.5822,2.064,8.4652,3.4711
poly,o,431,4,6.6234,5.559,5.3153,2.0513,7.8853,3.4073
poly,o,431,5,6.5996,3.8073,5.6442,2.008,8.3373,3.4114
poly,o,431,6,6.5797,4.5814,5.6235,1.9297,7.5586,3.3957
poly,o,431,7,6.4904,5.7369,5.7875,1.958,7.9834,3.823
poly,o,431,8,6.1898,4.9768,5.6335,1.7838,7.9802,3.4624
poly,o,432,1,6.9354,5.1793,4.7738,2.0082,7.4913,3.8091
poly,o,432,2,7.2627,6.0007,5.1335,2.0311,7.8921,3.765
poly,o,432,3,6.2987,5.5293,4.6322,2.1312,7.5043,4.0059
poly,o,432,4,7.1638,5.2616,4.6601,1.938,7.6457,3.3414
poly,o,432,5,6.8845,5.5898,4.941,2.181,7.4306,3.8546
poly,o,432,6,6.8285,6.5043,4.7738,1.9985,6.5136,3.9554
poly,o,432,7,7.153,5.2124,5.1613,2.0782,7.3232,4.1653
poly,o,432,8,7.4017,6.6408,5.137,1.7752,7.8055,3.7076
purp,p,433,1,13.358,4.7868,9.9394,3.1857,21.9459,6.8884
purp,p,433,2,14.314,5.5042,10.9761,3.2593,17.1337,5.0325
purp,p,433,3,10.3291,5.4308,10.1109,3.5118,20.0157,4.1545
purp,p,433,4,12.5445,4.2829,8.7238,2.9968,20.6105,4.4507
purp,p,433,5,12.6195,5.7183,9.4634,3.7238,20.183,4.6683
purp,p,433,6,12.7917,8.403,10.3642,3.4908,20.51,5.4752
purp,p,434,1,13.523,6.1687,9.2156,2.6915,16.6539,5.195
purp,p,434,2,12.3682,4.359,9.5569,2.6263,18.0845,4.6118
purp,p,434,3,14.7238,7.0955,8.7968,2.5851,16.4478,4.9721
purp,p,434,4,14.6151,6.2094,10.3104,3.1007,17.874,4.7348
purp,p,434,5,12.8875,7.5405,9.4653,2.8882,16.486,4.6795
purp,p,435,1,13.7404,5.3525,9.5482,3.421,19.6714,5.4092
purp,p,435,2,13.1084,6.3382,10.288,2.8774,18.9646,4.7423
purp,p,435,3,13.2258,6.8622,10.5706,3.8486,19.0888,4.5023
purp,p,435,4,12.8461,6.2253,9.969,2.5236,18.2333,4.4141
purp,p,435,5,12.1371,4.6434,9.5022,2.7237,15.8246,4.9772
purp,p,435,6,13.6712,7.646,10.5496,3.3242,19.3496,3.8558
purp,p,435,7,12.6355,6.4254,9.5482,2.8631,18.7397,4.623
purp,p,436,1,13.2157,7.0708,9.9619,2.2226,21.9636,5.5053
purp,p,436,2,12.8698,7.5888,8.1271,2.9393,20.364,4.976
purp,p,436,3,13.1249,7.0941,6.9613,2.9125,21.6185,4.7881
purp,p,436,4,13.0747,6.4963,10.649,2.8621,21.5343,5.129
purp,p,436,5,11.9795,6.3137,9.0009,3.0238,20.57,4.6033
purp,p,437,1,13.4375,6.5167,10.6788,2.7132,21.8992,4.4932
purp,p,437,2,11.7512,6.2954,9.2137,2.2272,20.1938,4.639
purp,p,437,3,11.8184,5.9674,9.8878,1.7645,20.3329,4.6919
purp,p,437,4,12.5923,5.812,9.6199,2.4517,20.7122,5.0333
purp,p,437,5,11.4555,5.2534,7.9944,2.0339,19.5359,4.568
purp,p,437,6,12.8561,6.5557,9.4686,2.1782,21.4473,4.4145
purp,p,437,7,13.5106,6.1645,10.3054,2.3959,20.8044,5.1279
purp,p,438,1,13.2156,5.1878,10.4132,2.964,20.7827,4.7758
purp,p,438,2,13.5792,6.5873,9.5355,2.7786,20.7275,4.2902
purp,p,438,3,14.1461,5.6926,11.626,3.0507,21.1783,4.3101
purp,p,438,4,14.1354,7.384,12.4165,3.0094,20.3544,4.7069
purp,p,438,5,13.2564,5.8754,9.6625,2.7293,19.0195,4.6569
purp,p,438,6,12.4862,6.5318,8.3027,2.8404,19.1356,4.6401
purp,p,439,1,14.1731,6.4621,8.786,2.706,20.5406,4.2305
purp,p,439,2,12.9472,4.8108,8.4218,2.6384,18.5286,3.8499
purp,p,439,3,12.7559,6.3156,8.6575,2.6061,18.3134,3.8211
purp,p,439,4,10.9357,6.3157,9.1167,3.2767,19.399,4.1475
purp,p,439,5,13.1602,6.9121,9.4959,3.2485,18.7833,4.5377
purp,p,440,1,10.9959,5.5666,8.4482,2.3159,18.9475,3.5478
purp,p,440,2,11.4859,5.4998,9.2324,2.7632,19.7191,3.7164
purp,p,440,3,10.1189,5.3788,8.3747,2.8311,20.345,3.8637
purp,p,440,4,12.1591,4.3917,6.3344,1.9338,19.2195,3.1673
purp,p,440,5,10.565,4.6028,8.6489,2.415,19.0472,3.5778
purp,p,440,6,12.0312,4.8677,7.9231,2.5293,18.9895,4.3984
purp,p,441,1,13.6521,5.3053,7.7928,2.4076,18.9023,3.9333
purp,p,441,2,13.5994,5.3873,10.8977,2.4885,19.1404,4.3348
purp,p,441,3,12.7799,4.6205,10.1418,2.4403,17.8142,4.6757
purp,p,441,4,12.5671,5.5913,9.0065,2.3056,17.9021,3.5307
purp,p,441,5,10.9118,5.885,10.2598,2.2286,17.4005,4.0205
purp,p,442,1,9.9295,5.6574,7.8902,1.7616,17.252,3.7807
purp,p,442,2,10.0693,4.322,6.7037,2.0686,16.4664,3.389
purp,p,442,3,10.1274,4.6705,8.657,2.0186,15.344,3.7656
purp,p,442,4,10.6062,3.8667,6.9417,1.9897,16.737,4.0183
purp,p,443,1,12.7728,6.172,8.7208,2.5419,17.845,3.6923
purp,p,443,2,14.4147,5.6652,8.3518,2.7041,19.7103,4.8417
purp,p,443,3,12.3455,6.7381,8.0556,2.6658,19.1374,4.6984
purp,p,443,4,11.3394,5.8347,8.4158,2.5164,20.7042,4.9574
purp,p,443,5,10.6084,6.8813,5.7173,2.8922,20.3163,4.5002
purp,p,444,1,10.2324,5.7121,7.9409,3.1538,20.3667,4.1207
purp,p,444,2,11.5807,5.2885,8.3539,2.468,18.6836,3.6942
purp,p,444,3,12.3313,7.9937,9.0229,3.005,18.998,4.5336
purp,p,444,4,12.2387,6.4037,7.2868,2.5275,19.2672,4.6369
purp,p,444,5,11.3166,6.2534,9.3798,2.5057,17.312,4.2456
purp,p,445,1,14.608,6.5604,11.796,3.1141,23.0964,4.9097
purp,p,445,2,13.5775,6.5839,11.1742,2.992,22.911,4.6258
purp,p,445,3,13.0356,6.8457,11.8658,2.9439,22.708,5.1853
purp,p,445,4,12.83,7.0625,9.4846,2.4129,22.0809,4.4753
purp,p,445,5,14.3785,6.2068,12.5281,2.7984,22.8925,5.5943
purp,p,445,6,14.1973,6.9741,11.2571,2.8463,23.5592,5.5137
purp,p,445,7,15.0174,7.3141,10.7717,2.9688,23.2417,5.5875
purp,p,446,1,12.7262,4.1249,9.7868,2.6588,19.531,4.2656
purp,p,446,2,13.0458,4.9204,7.7817,2.0686,19.7377,3.9984
purp,p,446,3,12.8489,5.3556,10.1212,2.2023,19.3173,4.2359
purp,p,446,4,12.3109,6.0705,10.4659,2.8062,18.2901,4.6018
purp,p,446,5,11.7511,5.5202,8.989,1.9545,16.9258,4.2775
purp,p,446,6,10.9471,4.6286,8.4269,1.9814,18.7359,3.919
purp,p,447,1,11.938,6.5543,9.1378,2.564,20.5695,4.9586
purp,p,447,2,13.6145,5.8681,10.6934,2.6918,19.2031,5.082
purp,p,447,3,13.1237,5.022,9.2553,2.0549,19.5742,4.4301
purp,p,447,4,12.539,7.6437,8.0327,2.6086,18.5708,4.0359
purp,p,448,1,13.2822,6.2205,10.0829,2.7682,23.9099,5.31
purp,p,448,2,12.8311,7.823,9.0676,2.6219,25.1202,5.2537
purp,p,448,3,12.7145,5.663,10.1543,3.1,23.2279,5.0005
purp,p,448,4,12.7001,7.5177,9.8947,2.808,24.8155,5.0103
purp,p,448,5,13.3897,6.8082,10.0829,2.5566,22.1658,4.7039
purp,p,448,6,11.3539,6.3524,8.21,2.5429,21.086,4.3211
purp,p,448,7,14.3036,6.6097,8.9376,3.1349,21.076,5.1243
purp,p,449,1,9.7125,4.8134,7.2897,2.0421,17.9753,3.9384
purp,p,449,2,11.3511,5.9424,7.3853,2.2231,18.8561,4.5677
purp,p,449,3,11.344,6.2623,7.2291,2.209,18.9493,4.2312
purp,p,449,4,10.6913,6.2253,7.4948,1.6514,19.1781,4.4665
purp,p,450,1,11.9975,5.7506,8.5703,3.3429,20.5579,5.2646
purp,p,450,2,10.8901,5.5183,9.9843,3.2854,20.9518,4.7238
purp,p,450,3,12.2275,5.6586,7.2526,2.5847,21.9406,4.0449
purp,p,450,4,13.0636,6.232,10.3043,3.2531,20.9784,4.4045
purp,p,450,5,14.4892,6.0857,8.9744,3.0483,20.6598,4.4909
purp,p,451,1,14.0793,7.221,11.2588,2.9478,23.9429,5.7212
purp,p,451,2,13.8383,6.575,11.5907,2.5043,22.4939,5.1817
purp,p,451,3,13.8123,6.1286,9.4442,2.6466,22.1905,4.958
purp,p,451,4,14.2291,6.3651,11.8795,2.7537,22.8157,5.7873
purp,p,451,5,13.7633,5.835,10.3946,3.0128,20.8509,5.3832
purp,p,451,6,13.0594,6.5462,10.1646,2.3084,22.813,5.4708
purp,p,451,7,13.3003,5.4409,11.2537,2.6893,23.0757,5.5194
stac,q,452,1,10.3564,5.651,6.6846,2.8665,9.7321,3.4294
stac,q,452,2,10.5733,7.2318,7.3081,2.8766,9.4635,3.263
stac,q,452,3,9.8429,7.7288,7.2833,2.4658,9.4492,3.011
stac,q,452,4,10.3559,5.2917,6.8288,2.4848,8.7822,3.5195
stac,q,453,1,11.9546,9.2815,7.0483,2.7204,12.0661,3.072
stac,q,453,2,7.6503,7.872,5.2031,2.4911,9.982,2.9789
stac,q,454,1,9.6658,8.4539,6.595,3.0258,10.0045,3.5052
stac,q,454,2,7.7903,7.5767,5.3781,2.7657,9.2284,2.7634
stac,q,454,3,10.2731,7.5412,6.9162,2.7657,10.2187,3.451
stac,q,454,4,9.0387,9.1276,5.947,2.8133,8.5347,3.6499
stac,q,454,5,9.8891,8.6924,6.2513,2.7124,9.3269,3.5894
stac,q,455,1,11.2762,6.9245,6.8917,2.66,10.6727,3.4973
stac,q,455,2,9.233,9.1531,6.6261,3.0221,10.5415,3.5526
stac,q,455,3,9.3119,8.9953,6.1483,2.5792,9.4862,3.0664
stac,q,455,4,9.8686,8.4395,6.9588,3.0974,10.1833,3.5959
stac,q,455,5,10.5574,8.7883,6.8447,2.9103,10.542,3.8614
stac,q,455,6,10.7408,9.0662,7.2422,3.1138,10.2603,3.2779
stac,q,455,7,10.2149,7.7982,7.261,2.9541,10.536,3.3789
stac,q,456,1,11.2805,8.5251,6.9118,3.2256,9.7825,3.5847
stac,q,456,2,11.1939,8.3571,7.1745,3.1886,10.0733,3.5108
stac,q,456,3,10.9341,8.8119,7.5427,3.2597,10.8235,4.1219
stac,q,456,4,10.9293,8.6515,7.1712,3.5773,9.806,3.8649
stac,q,456,5,11.008,9.9635,6.9912,3.503,10.8103,4.0162
stac,q,457,1,11.5182,7.8913,6.2648,2.3869,11.2554,2.5987
stac,q,457,2,6.8564,6.2132,5.2484,2.5976,9.5186,2.6692
stac,q,457,3,9.5127,9.0332,7.0634,2.6049,10.6829,3.0732
stac,q,457,4,11.5934,8.889,6.9794,2.7395,10.3615,3.1939
stac,q,457,5,10.2869,7.9889,6.9935,2.8298,11.3269,3.033
stac,q,458,1,9.3589,7.3628,6.7908,2.8166,10.4685,2.8253
stac,q,458,2,8.0411,8.1275,6.4842,2.8208,10.4563,3.2438
stac,q,458,3,9.3694,7.5687,6.2497,2.6147,11.0402,2.82
stac,q,459,1,11.0154,7.4,7.6709,2.8566,12.5668,2.8928
stac,q,459,2,11.6634,8.1237,7.9824,2.8828,11.9624,3.6542
stac,q,459,3,12.8306,9.0828,8.6389,2.9283,12.8778,3.3957
stac,q,460,1,11.2857,7.0535,6.9024,2.3664,9.7212,3.3032
stac,q,460,2,10.3651,8.8297,6.71,2.7031,10.2324,3.2966
stac,q,460,3,10,7.6966,6.1068,2.5713,9.33,3.6212
stac,q,460,4,9.1869,7.4989,6.4899,2.3803,9.2956,3.0427
stac,q,461,1,11.9261,7.5171,8.0729,2.7027,9.867,3.4699
stac,q,461,2,13.3788,9.1407,8.4068,2.7799,9.5507,3.6508
stac,q,461,3,13.313,10.6466,9.2487,3.054,10.3012,3.7019
stac,q,461,4,12.5627,8.1833,8.3343,2.8801,9.3739,3.5288
stac,q,462,1,13.0302,8.2954,8.4419,2.5336,10.7665,3.0862
stac,q,462,2,12.9753,9.2959,8.8395,2.7558,11.9905,3.4226
stac,q,462,3,14.0146,8.9469,7.4772,2.6435,11.5618,3.3549
stac,q,462,4,11.9954,9.0772,8.039,2.6558,9.9722,3.1447
stac,q,462,5,12.0533,7.4714,8.2273,2.7629,10.0438,3.2021
stac,q,462,6,12.4268,8.4265,8.1673,2.7149,10.6006,3.2419
stac,q,462,7,11.1605,8.2366,7.6703,2.7234,9.5741,2.8923
stac,q,462,8,11.3846,7.6118,7.6509,2.4928,10.641,3.3105
stac,q,462,9,12.0773,6.2924,8.0719,2.5336,9.2144,3.2495
stac,q,463,1,9.0999,7.7806,5.5003,2.789,13.3869,3.4347
stac,q,463,2,10.1017,8.1845,6.2235,3.1431,14.1981,3.6914
stac,q,463,3,9.5669,7.5621,6.2219,2.721,16.0923,3.7175
stac,q,463,4,10.0826,8.8946,6.4557,2.7741,14.3627,3.5231
stac,q,463,5,9.5708,9.1219,6.5114,3.0884,13.8265,3.8063
stac,q,463,6,10.3465,8.0311,6.1194,2.759,14.2912,3.709
stac,q,464,1,10.6435,10.5532,6.2337,2.9277,10.7963,3.4472
stac,q,464,2,12.0828,10.7859,6.6455,3.0165,11.3459,3.7596
stac,q,464,3,11.2976,10.0937,6.5235,3.1932,11.161,3.5676
stac,q,465,1,9.3646,6.8048,5.9624,2.0709,11.0287,3.3021
stac,q,465,2,9.8805,8.5693,5.9454,2.1814,10.9543,3.2362
stac,q,465,3,9.411,7.7329,5.9808,2.2369,11.0748,3.1309
stac,q,465,4,10.0935,10.3613,6.3913,2.6042,11.7079,3.2226
stac,q,466,1,9.3771,7.9175,6.4803,2.2607,9.2356,3.3849
stac,q,466,2,9.1235,6.1278,6.2738,2.4917,9.073,3.4639
stac,q,466,3,8.5801,7.914,6.7881,2.6688,9.7428,3.4196
stac,q,466,4,7.3429,6.3042,4.7421,2.2491,8.4566,2.8071
stac,q,467,1,10.7432,8.8094,7.0307,2.573,9.405,2.9011
stac,q,467,2,10.2733,6.7082,6.4473,2.701,9.0472,2.7306
stac,q,467,3,8.951,8.4892,6.858,2.6009,9.7769,3.0166
stac,q,468,1,7.5896,8.3736,5.161,2.1841,10.4329,3.4287
stac,q,468,2,8.21,6.0975,4.9452,2.3459,8.2571,3.146
stac,q,468,3,9.7386,9.0851,6.0877,2.7506,11.5814,3.7426
stac,q,468,4,9.3735,7.7833,6.0614,2.8613,10.6707,3.5855
stac,q,468,5,7.9996,8.3192,6.3175,2.8946,10.2931,3.7533
stac,q,468,6,9.9125,7.739,6.3218,2.6217,10.5215,3.5966
stac,q,469,1,12.7375,9.5683,6.7803,3.1482,11.5125,3.6274
stac,q,469,2,12.3644,10.4748,6.7639,3.0116,10.8388,3.4716
stac,q,469,3,11.8412,9.6786,6.5555,2.7082,11.8654,3.8773
stac,q,469,4,12.7934,11.2399,6.3442,3.216,10.817,3.7349
stac,q,469,5,10.6811,9.296,6.0844,2.7882,9.9314,3.0625
stac,q,469,6,11.6861,9.5247,6.8579,3.0945,11.8486,3.7873
stac,q,469,7,12.8046,9.4973,7.0347,3.4976,11.7401,3.847
stac,q,470,1,10.509,9.4796,6.7244,3.0654,10.7677,3.8809
stac,q,470,2,9.9322,8.7632,6.2019,2.5532,10.2018,3.5696
stac,q,470,3,9.8051,8.6601,6.4011,2.4929,10.5175,3.6591
stac,q,470,4,9.3511,9.7209,7.0103,2.8688,10.6034,3.8943
stac,q,471,1,7.8696,6.9618,5.5114,2.4359,8.5034,2.7573
stac,q,471,2,7.7798,7.7672,5.4472,2.4334,10.8726,2.7432
stac,q,472,1,11.6299,10.6757,6.7413,2.8751,11.1572,3.3525
stac,q,472,2,10.5874,9.3788,6.2643,3.0729,10.9778,3.6183
thyr,r,473,1,14.1833,12.4383,7.1015,1.7134,8.302,3.026
thyr,r,473,2,13.5002,10.0107,5.8969,1.7936,8.118,3.0929
thyr,r,473,3,12.1064,10.9552,6.7449,1.9078,8.0186,2.8555
thyr,r,473,4,12.6345,10.4011,6.7739,1.9962,7.6971,3.1336
thyr,r,473,5,13.4568,11.999,7.2954,1.829,8.2341,3.1371
thyr,r,473,6,12.2352,10.3044,6.6485,2.0202,7.9355,2.9368
thyr,r,473,7,12.0423,10.3176,6.5492,1.7197,7.414,2.7346
thyr,r,473,8,11.934,10.5723,6.6678,1.8018,7.1782,3.3193
thyr,r,473,9,12.9373,10.4776,7.1944,1.9078,7.5285,3.0348
thyr,r,474,1,10.2029,10.0558,6.404,2.0995,7.5334,3.2861
thyr,r,474,2,8.7217,6.9012,5.1312,1.9484,7.3663,2.8849
thyr,r,474,3,10.1243,7.4602,6.5325,2.1296,7.1128,2.297
thyr,r,474,4,10.148,7.4127,6.4168,2.0624,6.5452,2.6641
thyr,r,474,5,10.2426,8.5223,6.1383,2.2424,6.51,2.7059
thyr,r,475,1,10.4916,6.2602,6.8547,2.1599,7.1911,2.9033
thyr,r,475,2,8.3678,6.9995,5.6268,1.8345,6.5083,2.7667
thyr,r,475,3,8.5582,6.575,5.73,1.9052,6.6069,2.8024
thyr,r,476,1,8.378,8.9268,5.9632,1.7946,6.9324,2.9637
thyr,r,476,2,10.258,NA,5.8835,2.0895,7.3099,3.3
thyr,r,476,3,10.5011,11.5505,6.5919,1.8669,7.8976,3.0894
thyr,r,476,4,9.997,10.4689,6.3431,2.2608,7.0881,3.0201
thyr,r,477,1,11.3542,8.7574,6.4146,2.1266,8.5808,2.9825
thyr,r,477,2,10.2465,6.272,6.5481,1.8468,7.2522,3.0586
thyr,r,477,3,10.6275,7.4295,5.9827,2.0933,7.2598,2.7131
thyr,r,477,4,8.6585,6.5229,5.941,1.7832,8.6981,2.7265
thyr,r,477,5,8.8249,7.6478,5.5558,1.8509,6.9459,3.0583
thyr,r,478,1,12.7326,10.6272,6.7713,2.0597,7.9271,3.0538
thyr,r,478,2,11.8055,10.9819,6.7799,2.1654,8.0968,3.0717
thyr,r,478,3,10.871,8.3935,6.2687,2.1654,6.8827,2.706
thyr,r,478,4,11.9112,9.9963,6.8753,1.9401,7.5688,3.5265
thyr,r,478,5,12.6109,11.7463,6.7856,2.3776,8.3668,3.4175
thyr,r,478,6,10.5542,9.0332,6.4978,2.2571,8.4671,2.9127
thyr,r,478,7,11.7409,9.4626,6.5364,2.1252,8.0886,2.9727
thyr,r,478,8,11.2292,8.4013,6.1199,2.0668,7.2192,3.0509
thyr,r,478,9,10.4502,8.4168,6.2794,1.8024,6.8154,3.0921
thyr,r,478,10,8.9164,7.1639,6.1712,2.0539,6.6423,2.7288
thyr,r,479,1,10.6033,9.5911,5.4621,2.1232,6.9831,2.9522
thyr,r,479,2,11.3415,7.7079,6.4733,2.2474,6.6423,3.0062
thyr,r,479,3,11.3443,10.2367,6.0182,2.5391,6.908,3.2176
thyr,r,479,4,10.8652,8.6478,5.5992,2.1859,6.4472,2.9488
thyr,r,479,5,11.6239,8.2696,6.5432,2.0899,7.0764,3.2632
thyr,r,479,6,10.6945,9.7918,6.5996,2.2928,6.8603,2.9028
thyr,r,479,7,10.8982,7.7459,6.2701,2.3727,6.8565,2.9901
thyr,r,479,8,11.0645,9.7781,5.9961,2.1951,6.7205,3.0427
thyr,r,479,9,10.5653,8.9482,6.0693,2.281,6.5883,3.1213
thyr,r,479,10,11.4057,9.4856,6.0719,2.3224,7.0359,3.0837
thyr,r,480,1,10.2172,8.5145,6.1715,2.2097,8.77,3.1715
thyr,r,480,2,9.3778,5.6805,5.6064,1.9034,7.7847,3.4093
thyr,r,480,3,9.3697,7.5417,5.6914,2.1681,6.866,3.2698
thyr,r,480,4,10.1883,4.9063,5.5253,2.3076,8.2342,3.253
thyr,r,481,1,10.4466,7.1303,4.9496,2.1457,8.8722,3.079
thyr,r,481,2,9.9029,6.473,4.5498,1.9725,8.9445,2.993
thyr,r,481,3,10.298,4.6373,5.3716,2.0195,8.6086,3.194
thyr,r,481,4,9.9811,6.3214,5.1998,2.1982,8.8413,3.0445
thyr,r,481,5,10.1084,8.7553,5.0573,1.9799,8.8769,3.2383
thyr,r,481,6,10.2374,7.7659,4.9005,2.0158,8.7458,2.8602
thyr,r,481,7,9.7066,NA,4.4289,2.034,8.6895,3.0427
thyr,r,481,8,9.6759,NA,5.2101,1.8809,8.7251,3.0427
thyr,r,481,9,9.4499,NA,4.8745,1.9272,7.9722,2.8757
thyr,r,481,10,9.5554,NA,4.792,2.2207,8.8148,3.1432
thyr,r,482,1,11.0048,NA,6.0731,1.7038,9.1988,2.6891
thyr,r,482,2,10.6035,8.6349,6.7731,1.5877,8.2678,2.5597
thyr,r,482,3,10.1568,7.6755,5.7487,1.7842,7.4737,2.8536
thyr,r,482,4,11.1765,7.1227,6.3164,1.9518,7.7859,2.9898
thyr,r,482,5,10.7978,7.4766,6.4244,2.1565,7.8845,3.2
thyr,r,482,6,11.1125,6.2703,6.0713,1.8451,7.1065,2.9084
thyr,r,482,7,10.0647,6.5077,5.9345,1.8474,7.1744,2.5592
thyr,r,482,8,10.7858,6.58,6.3383,2.0265,7.6152,2.9098
thyr,r,482,9,10.3881,5.1239,6.4358,1.954,7.6814,3.1991
thyr,r,482,10,8.3184,5.6139,5.2977,1.6076,6.5017,2.6032
thyr,r,483,1,10.4905,7.7323,6.1727,1.9701,7.022,2.9464
thyr,r,483,2,8.918,7.6639,5.9909,1.781,6.3781,2.818
thyr,r,483,3,9.3987,6.5762,5.8867,1.7711,6.1461,2.9216
thyr,r,483,4,8.6432,6.7395,5.6852,1.8091,6.059,2.8953
thyr,r,483,5,10.6732,7.384,6.3904,1.8553,6.9943,3.0234
thyr,r,484,1,10.3591,8.8958,6.5052,1.8713,7.5698,2.8972
